"","plot","block","elevation_m_lidar","slope_deg_field","wind_exposure","slide_exposure","iron_pan","pair_linear_dist_m","spp","dbh_in","dbh_cm","percent_canopy","decay_class","field_height_m","field_height_ft","o1","o2","o_dist_m","broken","dead","garman_height_m","garman_height_ft","jenkins_biomass_kg","standish.garman_biomass_kg","kozak.garman_biomass_kg","jenkins_x_kozak.garman_biomass_kg","standish.garman_x_kozak.garman_biomass_kg","standish.garman_x_kozak.garman_coarse_root_biomass_kg","jenkins_x_kozak.garman_coarse_root_biomass_kg","kozak.garman_coarse_root_biomass_kg"
"391",11,6,55.2833328,10,4.33333333333333,"0","1",297.928984,"TSHE",9.4,23.9,95,NA,0,0,0,0,0,0,0,30.0399836232852,98.5611862679986,209.335746742351,0.1,759.189000720474,209.335746742351,0.1,0.0215622440840523,45.1374846677593,163.698185394626
"392",11,6,55.2833328,10,4.33333333333333,"0","1",297.928984,"TSME",8.3,21.1,90,NA,0,0,0,0,0,0,0,14.6825518369807,48.1734525771338,152.354073494627,310.658891378649,289.302532971306,152.354073494627,310.658891378649,67.2314718849348,32.9718185861436,62.6096199126448
"393",11,6,55.2833328,10,4.33333333333333,"0","1",297.928984,"TSHE",8,20.3,0,"1",0,0,0,0,0,0,1,22.4939899478215,73.8027810188023,137.859958402497,96.5780680938346,411.756988824208,137.859958402497,96.5780680938346,20.9268486272883,29.8719423384023,89.2208380890393
"394",11,6,55.2833328,10,4.33333333333333,"0","1",297.928984,"TSHE",3.7,9.4,100,NA,0,0,0,0,0,0,0,9.22681714953608,30.2731870676279,19.2702278844678,0.1,36.1284950206111,19.2702278844678,0.1,0.0225026231782716,4.33630676643601,8.12985909446875
"395",11,6,55.2833328,10,4.33333333333333,"0","1",297.928984,"TSHE",3.6,9.1,0,"1",0,0,0,0,0,0,1,14.6478003027956,48.0594327934724,19.2091631980901,192.181026335332,54.2965106373989,19.2091631980901,192.181026335332,43.3462022199553,4.33260394294948,12.246513481617
"396",11,6,55.2833328,10,4.33333333333333,"0","1",297.928984,"TSHE",3.5,8.9,100,NA,0,0,0,0,0,0,0,16.6533806468878,54.639741902439,17.9738017835799,272.481009297257,58.3489447410097,17.9738017835799,272.481009297257,61.5582282544194,4.0605963536573,13.1820476885166
"397",11,6,55.2833328,10,4.33333333333333,"0","1",297.928984,"TSHE",7,17.8,85,NA,0,0,0,0,0,0,0,10.9013455426031,35.7673147252809,99.187419273777,195.139377173592,152.781473541079,99.187419273777,195.139377173592,42.4773656599199,21.5908256876725,33.2570217844481
"398",11,6,55.2833328,10,4.33333333333333,"0","1",297.928984,"TSHE",6.5,16.5,80,NA,0,0,0,0,0,0,0,20.5832553488642,67.5336607996233,84.232670787729,693.954522146064,248.734074240851,84.232670787729,693.954522146064,151.50085625711,18.3892767348783,54.3024420552403
"399",11,6,55.2833328,10,4.33333333333333,"0","1",297.928984,"TSHE",6,15.2,85,NA,0,0,0,0,0,0,0,14.4382242826271,47.3718138712995,67.3468452690391,0.1,148.665704470845,67.3468452690391,0.1,0.0219064988487016,14.7533358834989,32.5674508383199
"400",11,6,55.2833328,10,4.33333333333333,"0","1",297.928984,"TSHE",13,33,95,NA,0,0,0,0,0,0,0,36.2029733267559,118.781955485086,462.597608680922,0.1,1749.94924808019,462.597608680922,0.1,0.0213983241931566,98.9881360153334,374.459813319905
"401",11,6,55.2833328,10,4.33333333333333,"0","1",297.928984,"TSHE",11.8,30,0,"1",0,0,0,0,0,0,1,17.1919720285672,56.4068602257289,367.571939485738,0.1,684.674603628045,367.571939485738,0.1,0.0214412546294421,78.812035491516,146.802825147013
"402",11,6,55.2833328,10,4.33333333333333,"0","1",297.928984,"TSHE",10.8,27.4,0,"1",4.46694742264922,14.6560544937121,-21,27,5,1,1,30.559524110688,100.265798607167,0,0,19.4511045393874,19.4511045393874,19.4511045393874,4.17929487970334,4.17929487970334,4.17929487970334
"403",11,6,55.2833328,10,4.33333333333333,"0","1",297.928984,"TSHE",1.9,4.8,0,"1",0,0,0,0,0,0,1,8.29845064891919,27.2272165791039,3.90326389693829,326.582415090927,8.56838014225094,3.90326389693829,326.582415090927,78.6159027010321,0.939605442787592,2.06260627774802
"404",11,6,55.2833328,10,4.33333333333333,"0","1",297.928984,"TSHE",1.9,4.8,80,NA,0,0,0,0,0,0,0,11.027456246158,36.1810839436444,3.09817324479652,0.1,11.3861540083302,3.09817324479652,0.1,0.0240723012226925,0.745801595888284,2.74090929056492
"405",11,6,55.2833328,10,4.33333333333333,"0","1",297.928984,"PISI",1.6,4.1,95,NA,0,0,0,0,0,0,0,1.4,4.5934,3.76671381802052,0.1,0.730792022092187,3.76671381802052,0.1,0.0246453257844448,0.928318891818855,0.180106074651351
"406",11,6,55.2833328,10,4.33333333333333,"0","1",297.928984,"TSHE",1.6,4.1,0,"1",0,0,0,0,0,0,1,16.0962880889523,52.8119212198524,4.31346765580828,0.1,11.7858310244259,4.31346765580828,0.1,0.0246453257844448,1.0630681563806,2.90465645237392
"407",11,6,55.2833328,10,4.33333333333333,"0","1",297.928984,"PISI",1.3,3.3,75,NA,0,0,0,0,0,0,0,12.3265440909515,40.4433911624119,2.5560169816381,204.048736374494,4.24769998269059,2.5560169816381,204.048736374494,52.2940768615506,0.655061878216656,1.08861026697049
"408",11,6,55.2833328,10,4.33333333333333,"0","1",297.928984,"TSHE",1.2,3,60,NA,0,0,0,0,0,0,0,1.4,4.5934,0.1,0.1,0.576613805645392,0.1,0.1,0.0261470625300587,0.0261470625300587,0.150767572319052
"409",11,6,55.2833328,10,4.33333333333333,"0","1",297.928984,"PISI",1.1,2.8,100,NA,0,0,0,0,0,0,0,1.4,4.5934,1.84798661106346,94.6374478100738,0.34541341669201,1.84798661106346,94.6374478100738,25.1376704975031,0.490863601963765,0.0917489731088903
"410",11,6,55.2833328,10,4.33333333333333,"0","1",297.928984,"PISI",0.9,2.3,50,NA,0,0,0,0,0,0,0,1.4,4.5934,0.1,0.1,0.231227163240106,0.1,0.1,0.0279616912400931,0.0279616912400931,0.0646550254484245
"411",11,6,55.2833328,10,4.33333333333333,"0","1",297.928984,"TSHE",5.2,13.2,75,NA,0,0,0,0,0,0,0,16.5565317875717,54.3219807950227,46.5405445442261,380.145323271601,128.047340602554,46.5405445442261,380.145323271601,83.827378780097,10.2628432268083,28.2362356324595
"412",11,6,55.2833328,10,4.33333333333333,"0","1",297.928984,"TSHE",2.7,6.9,0,"1",0,0,0,0,0,0,1,1.5332165855648,5.03048361723809,9.83151169356315,93.9494318076943,3.1968741907488,9.83151169356315,93.9494318076943,21.6869728436156,2.26947330076913,0.737955753698839
"413",11,6,55.2833328,10,4.33333333333333,"0","1",297.928984,"TSHE",2.6,6.6,0,"1",0,0,0,0,0,0,1,4.61560366092702,15.1437956115016,8.86771602579845,0.1,8.9242086090272,8.86771602579845,0.1,0.0231844618674824,2.05593224051786,2.06902974193449
"414",11,6,55.2833328,10,4.33333333333333,"0","1",297.928984,"TSHE",5.7,14.5,85,NA,0,0,0,0,0,0,0,21.9902604308255,72.1500444735384,57.8000040374593,0.1,204.349976752175,57.8000040374593,0.1,0.0219525647784003,12.6885833282412,44.860061021167
"415",11,6,55.2833328,10,4.33333333333333,"0","1",297.928984,"TSHE",4.1,10.4,0,"5",0,0,0,0,0,0,1,19.6598583111672,64.5039951189397,24.9310474887637,139.356029388744,94.524111875305,24.9310474887637,139.356029388744,31.1473190209849,5.57231210637927,21.1269844632441
"416",11,6,55.2833328,10,4.33333333333333,"0","1",297.928984,"TSHE",4.4,11.2,70,NA,0,0,0,0,0,0,0,5.49238902479272,18.0205283903449,32.1925000872287,142.884408187881,30.413132369695,32.1925000872287,142.884408187881,31.7912005890886,7.16270054036692,6.76679844896811
"417",11,6,55.2833328,10,4.33333333333333,"0","1",297.928984,"TSHE",4.4,11.2,85,NA,0,0,0,0,0,0,0,14.576387804588,47.8251283868532,31.735394183189,557.131072507247,80.7141682375043,31.735394183189,557.131072507247,123.95940120494,7.0609963329584,17.958574664395
"418",11,6,55.2833328,10,4.33333333333333,"0","1",297.928984,"TSHE",4.2,10.7,70,NA,0,0,0,0,0,0,0,12.7015007772096,41.6736240500248,29.0365661236608,212.697665991708,64.083781129854,29.0365661236608,212.697665991708,47.4551394910931,6.47837055153387,14.2977815880333
"419",11,6,55.2833328,10,4.33333333333333,"0","1",297.928984,"PISI",2.5,6.4,95,NA,0,0,0,0,0,0,0,5.74019900542613,18.8335929368031,12.5603498799862,0.1,7.31531047430755,12.5603498799862,0.1,0.0232571808006201,2.92118328077887,1.70133498313641
"420",11,6,55.2833328,10,4.33333333333333,"0","1",297.928984,"TSHE",4,10.2,80,NA,0,0,0,0,0,0,0,14.8489871893201,48.7195269681593,27.1665917808092,87.6956047783804,67.95342073979,27.1665917808092,87.6956047783804,19.625209108562,6.07955262766784,15.2071485798026
"421",11,6,55.2833328,10,4.33333333333333,"0","1",297.928984,"TSHE",2.1,5.3,90,NA,0,0,0,0,0,0,0,1.4,4.5934,4.25347298382947,0.1,1.76587977978901,4.25347298382947,0.1,0.023761405310692,1.01068495546851,0.419597851775223
"422",11,6,55.2833328,10,4.33333333333333,"0","1",297.928984,"TSHE",2.1,5.3,0,"1",0,0,0,0,0,0,1,15.9589454001066,52.3612998577496,3.81673174014504,0.1,20.1296992777179,3.81673174014504,0.1,0.023761405310692,0.906909098397691,4.78309943320199
"423",11,6,55.2833328,10,4.33333333333333,"0","1",297.928984,"TSHE",1.9,4.8,0,"1",0,0,0,0,0,0,1,12.7033189496148,41.6795894736861,2.54661233870301,639.729808703418,13.1165286670393,2.54661233870301,639.729808703418,153.997686562441,0.613028193146843,3.15745029069051
"424",11,6,55.2833328,10,4.33333333333333,"0","1",297.928984,"PISI",2.4,6.1,100,NA,0,0,0,0,0,0,0,7.49235203779502,24.5824070360055,8.48265335296377,0.1,8.79967140416798,8.48265335296377,0.1,0.0233756858400773,1.98287839869159,2.05698354239742
"425",12,6,75.9618301,10,3.66666666666667,"1","0",297.928984,"PISI",11.1,28.2,90,NA,0,0,0,0,0,0,0,24.8354485422977,81.4851066672786,301.34169648212,85.9775726047231,623.941341284317,301.34169648212,85.9775726047231,18.4606304236787,64.7024278712329,133.969245217693
"426",12,6,75.9618301,10,3.66666666666667,"1","0",297.928984,"TSHE",9.7,24.6,80,NA,0,0,0,0,0,0,0,26.2231060375863,86.0380109093206,223.211304698182,85.6029007704383,705.703234849014,223.211304698182,85.6029007704383,18.4433772414021,48.0914812470443,152.045676766282
"427",12,6,75.9618301,10,3.66666666666667,"1","0",297.928984,"TSHE",28,71.1,0,"5",3.48587924640281,11.4371698074476,-13,25,5,1,1,49.5198412496798,162.4745991402,0,0,0.699943599472273,0.699943599472273,0.699943599472273,0.148176206584975,0.148176206584975,0.148176206584975
"428",12,6,75.9618301,10,3.66666666666667,"1","0",297.928984,"PISI",8.3,21.1,90,NA,0,0,0,0,0,0,0,8.58682736913768,28.1733805981407,153.845712390351,0.1,120.618719383914,153.845712390351,0.1,0.0216415733625307,33.2946327120658,26.1037886444148
"429",12,6,75.9618301,10,3.66666666666667,"1","0",297.928984,"TSHE",20.5,52.1,30,NA,0,0,0,0,0,0,0,48.3149307734604,158.521287867724,1437.90518481875,2554.03167993612,5807.42476547259,1437.90518481875,2554.03167993612,542.519081583003,305.43513081671,1233.5942325529
"430",12,6,75.9618301,10,3.66666666666667,"1","0",297.928984,"TSHE",19.5,49.5,90,NA,0,0,0,0,0,0,0,42.0137952584082,137.847262242837,1266.81678020635,1107.65597932771,4569.36284501244,1266.81678020635,1107.65597932771,235.441611206397,269.272580477662,971.256572884069
"431",12,6,75.9618301,10,3.66666666666667,"1","0",297.928984,"TSHE",9,22.9,80,NA,0,0,0,0,0,0,0,7.76473120563207,25.4760830856788,188.824034900977,0.1,179.889557556417,188.824034900977,0.1,0.0215883168559115,40.7639309545398,38.8351276759765
"432",12,6,75.9618301,10,3.66666666666667,"1","0",297.928984,"TSHE",11.5,29.2,95,NA,0,0,0,0,0,0,0,29.4973779770185,96.7808971425976,342.17960185389,0.1,1115.76723111723,342.17960185389,0.1,0.0214542094509399,73.4119284801259,239.379038748844
"433",12,6,75.9618301,10,3.66666666666667,"1","0",297.928984,"PISI",11.2,28.4,90,NA,0,0,0,0,0,0,0,25.9185029153556,85.0386080652818,305.353863190381,199.237794407579,662.936230429024,305.353863190381,199.237794407579,42.7721756912932,65.5530700047605,142.318504399963
"434",12,6,75.9618301,10,3.66666666666667,"1","0",297.928984,"TSHE",4.3,10.9,0,"1",0,0,0,0,0,0,1,12.556812877889,41.1989030523539,32.8915404108743,199.447717595199,66.4065383923042,32.8915404108743,199.447717595199,44.4484919222041,7.33013837355034,14.7992191683166
"435",12,6,75.9618301,10,3.66666666666667,"1","0",297.928984,"TSHE",4.3,10.9,80,NA,0,0,0,0,0,0,0,5.50865544443937,18.0738985132056,29.699568690505,0.1,29.132451269166,29.699568690505,0.1,0.0222857861990766,6.61878238041384,6.49239580439653
"436",12,6,75.9618301,10,3.66666666666667,"1","0",297.928984,"TSHE",4.2,10.7,20,NA,0,0,0,0,0,0,0,17.5687850067996,57.6431836073095,28.8021016529363,14.9749800184763,88.6410348541938,28.8021016529363,14.9749800184763,3.34107928424954,6.42605900353424,19.7767693125725
"437",12,6,75.9618301,10,3.66666666666667,"1","0",297.928984,"TSHE",3.8,9.7,60,NA,0,0,0,0,0,0,0,14.0977525632431,46.2547261600008,21.9998453654945,180.238215413284,58.2252799823507,21.9998453654945,180.238215413284,40.4701620028844,4.93978096675245,13.0737341586848
"438",12,6,75.9618301,10,3.66666666666667,"1","0",297.928984,"TSHE",8,20.3,0,"5",1.76826376014234,5.80167339702701,-13,7,5,1,1,14.9018914164946,48.8931057375189,0,0,515.485275718457,515.485275718457,515.485275718457,111.697019286771,111.697019286771,111.697019286771
"439",12,6,75.9618301,10,3.66666666666667,"1","0",297.928984,"TSHE",7.4,18.8,65,NA,0,0,0,0,0,0,0,18.4765142871239,60.6214433760536,114.379719383767,154.399603982929,289.3863153901,114.379719383767,154.399603982929,33.5428901784011,24.8486800934426,62.8683827280766
"440",12,6,75.9618301,10,3.66666666666667,"1","0",297.928984,"TSHE",18,45.7,75,NA,0,0,0,0,0,0,0,34.1467141195064,112.035369026101,1037.64037882632,1024.29766351351,3164.37858943937,1037.64037882632,1024.29766351351,217.965130483636,220.804389800294,673.363043493533
"441",12,6,75.9618301,10,3.66666666666667,"1","0",297.928984,"TSHE",14.9,37.8,100,NA,0,0,0,0,0,0,0,35.1430428809703,115.304323692464,649.208817904131,0.1,2231.54889905471,649.208817904131,0.1,0.0213439332094402,138.566696483254,476.300306550234
"442",12,6,75.9618301,10,3.66666666666667,"1","0",297.928984,"PISI",14.4,36.6,85,NA,0,0,0,0,0,0,0,25.4015877427707,83.3426093840308,555.781990926158,318.294401524042,1074.01820810158,555.781990926158,318.294401524042,67.975529744085,118.693810115835,229.369276685137
"443",12,6,75.9618301,10,3.66666666666667,"1","0",297.928984,"PISI",14.2,36.1,90,NA,0,0,0,0,0,0,0,30.6480309647465,100.556189595333,539.117656118794,743.87655488618,1260.10014962893,539.117656118794,743.87655488618,158.903393554216,115.163765438715,269.176637815732
"444",12,6,75.9618301,10,3.66666666666667,"1","0",297.928984,"TSHE",11.5,29.2,0,"1",0,0,0,0,0,0,1,38.6983351605465,126.969237661753,345.084491361632,0.1,1463.8024540544,345.084491361632,0.1,0.0214542094509399,74.0351495594351,314.047244440829
"445",12,6,75.9618301,10,3.66666666666667,"1","0",297.928984,"PISI",2.4,6.1,90,NA,0,0,0,0,0,0,0,12.6013978777844,41.3451864370105,8.41462012442775,82.6895858756585,14.8001802369014,8.41462012442775,82.6895858756585,19.3292578167548,1.96697516492215,3.45964363594328
"446",12,6,75.9618301,10,3.66666666666667,"1","0",297.928984,"PISI",2.3,5.8,30,NA,0,0,0,0,0,0,0,9.92011259469287,32.5478894231873,8.22032968882686,0.1,10.7003521382817,8.22032968882686,0.1,0.0235071509062879,1.93236530494692,2.51534792465009
"447",12,6,75.9618301,10,3.66666666666667,"1","0",297.928984,"TSHE",2.3,5.8,95,NA,0,0,0,0,0,0,0,15.0954859114802,49.5282892755664,6.36820603731352,909.731132533482,22.8400619620414,6.36820603731352,909.731132533482,213.851870166128,1.49698380321463,5.36904783250675
"448",12,6,75.9618301,10,3.66666666666667,"1","0",297.928984,"PISI",2.1,5.3,100,NA,0,0,0,0,0,0,0,18.5913179629121,60.9981142363146,5.06905185516637,106.257543464859,16.7176244412294,5.06905185516637,106.257543464859,25.2482855758699,1.20447795671523,3.97234250179983
"449",12,6,75.9618301,10,3.66666666666667,"1","0",297.928984,"TSHE",2,5.1,20,NA,0,0,0,0,0,0,0,8.74032900310205,28.6770194591778,5.86933925970531,0.1,9.99959200212593,5.86933925970531,0.1,0.0238779743926424,1.40147932544974,2.38770001763635
"450",12,6,75.9618301,10,3.66666666666667,"1","0",297.928984,"TSHE",2,5.1,90,NA,0,0,0,0,0,0,0,11.2162085875309,36.800380375689,3.65479884391973,0.1,12.8321839654142,3.65479884391973,0.1,0.0238779743926424,0.872691932053743,3.06406560127836
"451",12,6,75.9618301,10,3.66666666666667,"1","0",297.928984,"TSHE",1.7,4.3,100,NA,0,0,0,0,0,0,0,6.97193323215835,22.8749129347116,3.13522895639208,706.921097855678,5.76295954176298,3.13522895639208,706.921097855678,172.920683384985,0.766911520044059,1.40968335123183
"452",12,6,75.9618301,10,3.66666666666667,"1","0",297.928984,"TSHE",1.6,4.1,15,NA,0,0,0,0,0,0,0,9.90806352450156,32.5083564238896,1.86494781016799,212.307835421628,7.25476344817669,1.86494781016799,212.307835421628,52.323957705563,0.45962246352577,1.78796008669397
"453",12,6,75.9618301,10,3.66666666666667,"1","0",297.928984,"TSHE",1.6,4.1,50,NA,0,0,0,0,0,0,0,9.3917916326671,30.8144683467808,2.29560816995916,104.170657518204,6.87674503509934,2.29560816995916,104.170657518204,25.6731979171595,0.565760112220766,1.69479621726586
"454",12,6,75.9618301,10,3.66666666666667,"1","0",297.928984,"TSHE",1.5,3.8,30,NA,0,0,0,0,0,0,0,16.0553129465587,52.6774817776592,1.22474511802529,0.1,10.3322713157846,1.22474511802529,0.1,0.0249612049497663,0.305711139022552,2.5790594190989
"455",12,6,75.9618301,10,3.66666666666667,"1","0",297.928984,"PISI",1.4,3.6,90,NA,0,0,0,0,0,0,0,20.5844208981841,67.5374849669422,1.79273194421426,12.3333450086562,8.22660265644254,1.79273194421426,12.3333450086562,3.10846424660678,0.451835503541715,2.07341156925749
"456",12,6,75.9618301,10,3.66666666666667,"1","0",297.928984,"TSHE",1.4,3.6,20,NA,0,0,0,0,0,0,0,1.4,4.5934,4.09442886478047,0.1,0.784835457684006,4.09442886478047,0.1,0.0252037403026112,1.03194921795442,0.197807890557487
"457",12,6,75.9618301,10,3.66666666666667,"1","0",297.928984,"TSHE",1.4,3.6,30,NA,0,0,0,0,0,0,0,6.18151224269306,20.2815416682759,2.45369067356427,523.38681726787,3.46533570726664,2.45369067356427,523.38681726787,131.913054202296,0.61842182519453,0.873394212273138
"458",12,6,75.9618301,10,3.66666666666667,"1","0",297.928984,"TSHE",1.3,3.3,0,"1",0,0,0,0,0,0,1,1.4,4.5934,2.13677417652765,168.458349146182,0.676720369125495,2.13677417652765,168.458349146182,43.1728910197826,0.54761737322418,0.173431444005007
"459",12,6,75.9618301,10,3.66666666666667,"1","0",297.928984,"TSHE",1.2,3,0,"1",0,0,0,0,0,0,1,12.7667879718952,41.8878313357881,0.892050669732928,12.7935869851179,5.25821871310164,0.892050669732928,12.7935869851179,3.34514718883624,0.233245046414876,1.37486973488193
"460",12,6,75.9618301,10,3.66666666666667,"1","0",297.928984,"TSHE",1.2,3,40,NA,0,0,0,0,0,0,0,1.4,4.5934,0.988208116731975,559.967238361105,0.576613805645392,0.988208116731975,559.967238361105,146.414983962121,0.258387394209025,0.150767572319052
"461",12,6,75.9618301,10,3.66666666666667,"1","0",297.928984,"TSHE",1.2,3,100,NA,0,0,0,0,0,0,0,1.4,4.5934,0.165102900114933,37.0808645399081,0.576613805645392,0.165102900114933,37.0808645399081,9.69555683793613,0.0431695585319918,0.150767572319052
"462",12,6,75.9618301,10,3.66666666666667,"1","0",297.928984,"PISI",1.1,2.8,100,NA,0,0,0,0,0,0,0,1.4,4.5934,3.40235608301937,203.471202881528,0.34541341669201,3.40235608301937,203.471202881528,54.0461748718247,0.90373639726379,0.0917489731088903
"463",12,6,75.9618301,10,3.66666666666667,"1","0",297.928984,"TSHE",1.1,2.8,30,NA,0,0,0,0,0,0,0,1.66061066809332,5.44846360201417,2.28917424169667,0.1,0.574708608531645,2.28917424169667,0.1,0.0265620756679231,0.608052194250076,0.152654535468243
"464",12,6,75.9618301,10,3.66666666666667,"1","0",297.928984,"TSHE",1,2.5,0,"2",0,0,0,0,0,0,1,9.09371606670598,29.8364824148623,0.597992999108644,283.477893088659,2.60097332771924,0.597992999108644,283.477893088659,77.4625149747305,0.16340618714049,0.710735970103716
"465",12,6,75.9618301,10,3.66666666666667,"1","0",297.928984,"TSHE",1,2.5,0,"1",0,0,0,0,0,0,1,6.72703335155067,22.0713964264377,1.45666196489688,0.1,1.9240576892565,1.45666196489688,0.1,0.027325769262192,0.398044087457833,0.525763564637696
"466",12,6,75.9618301,10,3.66666666666667,"1","0",297.928984,"TSHE",1,2.5,70,NA,0,0,0,0,0,0,0,8.92632441566095,29.2872704077836,1.31555791779663,563.108815482329,2.55309617645816,1.31555791779663,563.108815482329,153.873815613764,0.359486321127604,0.697653170220803
"467",12,6,75.9618301,10,3.66666666666667,"1","0",297.928984,"TSHE",6.5,16.5,75,NA,0,0,0,0,0,0,0,16.6145899568932,54.5124696485666,83.1440675472899,171.804072100723,200.775561580313,83.1440675472899,171.804072100723,37.5074492651543,18.1516180443048,43.8323672866234
"468",12,6,75.9618301,10,3.66666666666667,"1","0",297.928984,"TSHE",6.4,16.3,0,"1",0,0,0,0,0,0,1,26.8257712318854,88.0153554118159,79.7754665159363,555.733627965605,314.272711911418,79.7754665159363,555.733627965605,121.384813998111,17.4247691292289,68.6442798498607
"469",12,6,75.9618301,10,3.66666666666667,"1","0",297.928984,"TSHE",5.8,14.7,80,NA,0,0,0,0,0,0,0,18.2213463904109,59.784237506938,61.1176180597676,1373.62819675556,175.319797306719,61.1176180597676,1373.62819675556,301.35953919074,13.4085608161149,38.4633144923487
"470",12,6,75.9618301,10,3.66666666666667,"1","0",297.928984,"TSHE",5.5,14,85,NA,0,0,0,0,0,0,0,10.7989570117755,35.4313779556354,54.1364617199848,0.1,93.4333025355734,54.1364617199848,0.1,0.021988356057481,11.9037179599122,20.5444472377853
"471",12,6,75.9618301,10,3.66666666666667,"1","0",297.928984,"TSHE",5,12.7,0,"1",0,0,0,0,0,0,1,23.1216078261824,75.8619952777044,42.8344100178928,378.684393135385,165.330335829555,42.8344100178928,378.684393135385,83.6701148141281,9.46424006154172,36.5296495759508
"472",12,6,75.9618301,10,3.66666666666667,"1","0",297.928984,"PISI",4.8,12.2,40,NA,0,0,0,0,0,0,0,8.76496053391376,28.7578355117711,43.4801982733296,56.9561765026671,41.1773350637382,43.4801982733296,56.9561765026671,12.6113254263181,9.62745331053106,9.1175497472697
"473",12,6,75.9618301,10,3.66666666666667,"1","0",297.928984,"TSHE",4.5,11.4,30,NA,0,0,0,0,0,0,0,22.2398160732241,72.9688365362484,34.4105405433783,25.0982384879986,128.810340229373,34.4105405433783,25.0982384879986,5.57847369588684,7.64827760220197,28.6301006770412
"474",12,6,75.9618301,10,3.66666666666667,"1","0",297.928984,"TSHE",0.6,1.5,90,NA,0,0,0,0,0,0,0,1.53320990462562,5.03046169707666,0.1,0.1,0.157869642492748,0.1,0.1,0.0325964543217632,0.0325964543217632,0.0514599059030794
"475",12,6,75.9618301,10,3.66666666666667,"1","0",297.928984,"TSHE",3.5,8.9,70,NA,0,0,0,0,0,0,0,20.8996585488267,68.5717796987003,15.4053711062479,103.085014068846,73.2267548330706,15.4053711062479,103.085014068846,23.2887086040456,3.48034291765225,16.5432053410628
"476",12,6,75.9618301,10,3.66666666666667,"1","0",297.928984,"TSHE",2.7,6.9,40,NA,0,0,0,0,0,0,0,5.95616651374149,19.5421823315858,8.22170823395386,0.1,12.4190640662606,8.22170823395386,0.1,0.0230836657831063,1.89787165038804,2.86677524244544
"477",12,6,75.9618301,10,3.66666666666667,"1","0",297.928984,"TSHE",2.7,6.9,75,NA,0,0,0,0,0,0,0,2.08447840905861,6.83917366012131,10.3956667425752,0.1,4.34629737887804,10.3956667425752,0.1,0.0230836657831063,2.39970096678161,1.00328476088012
"478",12,6,75.9618301,10,3.66666666666667,"1","0",297.928984,"TSHE",3.7,9.4,60,NA,0,0,0,0,0,0,0,3.75021587077247,12.3044582720045,18.5296570499904,616.161214184758,14.684332984775,18.5296570499904,616.161214184758,138.652436198659,4.16965890218537,3.30436011780656
"479",12,6,75.9618301,10,3.66666666666667,"1","0",297.928984,"TSHE",2.5,6.4,75,NA,0,0,0,0,0,0,0,11.9865586899382,39.3278990616873,8.12114287254333,466.864347915518,21.4273785428978,8.12114287254333,466.864347915518,108.579485488348,1.88874888094408,4.98340416855502
"480",12,6,75.9618301,10,3.66666666666667,"1","0",297.928984,"TSHE",2.5,6.4,75,NA,0,0,0,0,0,0,0,16.1878083235312,53.1121991095058,6.91320409308686,593.672009197978,28.9376046704162,6.91320409308686,593.672009197978,138.071372541848,1.60781637504508,6.7300710375674
"481",12,6,75.9618301,10,3.66666666666667,"1","0",297.928984,"TSHE",0.6,1.5,85,NA,0,0,0,0,0,0,0,1.4,4.5934,0.230581025964864,0.1,0.144153451411348,0.230581025964864,0.1,0.0325964543217632,0.0751612388032897,0.0469889139425452
"482",12,6,75.9618301,10,3.66666666666667,"1","0",297.928984,"TSHE",2.5,6.4,60,NA,0,0,0,0,0,0,0,4.57998737461011,15.0269385760958,8.53695085158524,0.1,8.18726422954421,8.53695085158524,0.1,0.0232571808006201,1.98545409441326,1.9041268444896
"483",12,6,75.9618301,10,3.66666666666667,"1","0",297.928984,"PISI",0.9,2.3,75,NA,0,0,0,0,0,0,0,20.1784179688429,66.2053893557737,1.38116195512696,0.1,3.33271310400624,1.38116195512696,0.1,0.0279616912400931,0.386196241418235,0.931882948060348
"484",12,6,75.9618301,10,3.66666666666667,"1","0",297.928984,"PISI",0.9,2.3,75,NA,0,0,0,0,0,0,0,1.4,4.5934,0.1,0.1,0.231227163240106,0.1,0.1,0.0279616912400931,0.0279616912400931,0.0646550254484245
"485",12,6,75.9618301,10,3.66666666666667,"1","0",297.928984,"PISI",0.7,1.8,75,NA,0,0,0,0,0,0,0,21.7306740213611,71.2983414640857,2.2406221899728,163.477887175034,2.17117622004836,2.2406221899728,163.477887175034,49.512352257455,0.678614564103233,0.657581546212088
"486",12,6,75.9618301,10,3.66666666666667,"1","0",297.928984,"TSHE",0.6,1.5,90,NA,0,0,0,0,0,0,0,1.90105506555498,6.23736167008588,0.662208570444306,488.591350901263,0.195745463587697,0.662208570444306,488.591350901263,159.263456516616,0.215856514179679,0.0638060806252874
"487",13,7,49.4350014,5,2.33333333333333,"0","1",86.113537,"TSHE",35.2,89.4,100,NA,0,0,0,0,0,0,0,53.4920274323382,175.507342005502,5490.72296883042,6878.56418603088,18956.9687499339,5490.72296883042,6878.56418603088,1453.40364420918,1160.16025385757,4005.50561413193
"488",13,7,49.4350014,5,2.33333333333333,"0","1",86.113537,"TSHE",32.9,83.6,0,"5",1.8288,6,0,0,0,1,1,57.9084075828698,189.997485279396,0,0,1851.58297630787,1851.58297630787,1851.58297630787,391.430390791818,391.430390791818,391.430390791818
