"","wind_1_coefficients","wind_2_coefficients","wind_3_coefficients","wind_1_coefficients_lower_CI","wind_1_coefficients_upper_CI","wind_2_coefficients_lower_CI","wind_2_coefficients_upper_CI","wind_3_coefficients_lower_CI","wind_3_coefficients_upper_CI","slides_1_coefficients","slides_2_coefficients","slides_3_coefficients","slides_1_coefficients_lower_CI","slides_1_coefficients_upper_CI","slides_2_coefficients_lower_CI","slides_2_coefficients_upper_CI","slides_3_coefficients_lower_CI","slides_3_coefficients_upper_CI"
"1",32.8367236973066,31.2310527579578,4.8593987801935,-17.1505561965023,82.8240035911155,-12.7275217358842,75.1896272517997,-109.945650722494,119.664448282881,212.472630409247,169.002961567943,405.003112953161,21.15572577696,403.789535041534,18.0553665412333,319.950556594652,9.46655410856255,800.539671797759
"2",50.3514787940772,31.9231584013005,-0.409586450242857,-5.10641098666564,105.80936857482,-7.73676488104931,71.5830816836503,-108.981108284045,108.16193538356,189.955471715134,178.183894614653,459.795909189557,-2.51326602863102,382.424209458899,11.9298721503037,344.437917079003,57.8492652929623,861.742553086152
"3",43.2456246895063,32.6184403506697,10.2608702095642,-12.7161576391628,99.2074070181754,-4.48828357461929,69.7251642759588,-104.668123869993,125.189864289122,243.737893124221,226.404971968513,378.157702103387,45.5254206530356,441.950365595407,66.5666491045294,386.243294832496,-2.44319861851994,758.758602825295
"4",28.4567965182855,25.1985889940403,11.4503216396861,-31.1322288771579,88.0458219137289,-12.4832684824643,62.8804464705449,-97.2522916983296,120.152934977702,175.567647564689,184.915060815988,450.806448992608,14.2618186944639,336.873476434914,44.419191884452,325.410929747523,40.6187181852601,860.994179799956
"5",26.4158863631821,23.6117781537507,3.99725975842577,-21.7202975750405,74.5520703014047,-14.2696914799187,61.49324778742,-107.962300668755,115.956820185607,164.784193802255,201.759738864385,406.134706210078,2.40062491502982,327.167762689479,36.0262634433772,367.493214285393,17.1509298285796,795.118482591577
"6",16.1683089946918,18.3576153778636,-5.12465127095344,-28.3822558249635,60.7188738143472,-23.1773079855862,59.8925387413135,-112.778795315501,102.529492773594,211.762890281034,151.541480875463,422.379272007097,15.3864262481491,408.139354313919,-0.398853571338464,303.481815322265,35.7335634068849,809.02498060731
"7",33.9078424179215,21.686367091436,5.82824272221892,-20.1880982532621,88.0037830891051,-17.7100443602436,61.0827785431157,-101.909922400406,113.566407844844,198.470369599525,163.966615135195,424.908902508134,26.7378034144794,370.202935784571,22.8124469277964,305.120783342594,18.3752599969152,831.442545019353
"8",25.4840956664378,47.0507560081107,26.5445825879255,-25.7961491196498,76.7643404525254,1.29815724643746,92.8033547697839,-87.2930187270843,140.382183902935,140.109819468484,154.327387476293,420.292513911698,-20.0405431392392,300.260182076208,-19.0586060701477,327.713381022733,-18.1775585008295,858.762586324225
"9",39.306003241936,22.517160935101,14.8024852476153,-15.3836569719587,93.9956634558307,-23.0963016021844,68.1306234723864,-89.504843944791,119.109814440022,281.281467299916,180.226779778956,389.762340621574,96.9256865680899,465.637248031741,21.0320002670674,339.421559290844,11.9479070469757,767.576774196173
"10",28.8049575017068,18.5513050605112,4.31452124789781,-24.8092875452145,82.4192025486282,-19.0995419868973,56.2021521079198,-103.64291778559,112.271960281386,163.395936732564,173.946001147861,408.892039667531,-4.16854129292622,330.960414758055,19.6968211907511,328.195181104971,0.122335145232341,817.66174418983
