"","wind_1_coefficients","wind_2_coefficients","wind_3_coefficients","wind_1_coefficients_lower_CI","wind_1_coefficients_upper_CI","wind_2_coefficients_lower_CI","wind_2_coefficients_upper_CI","wind_3_coefficients_lower_CI","wind_3_coefficients_upper_CI","slides_1_coefficients","slides_2_coefficients","slides_3_coefficients","slides_1_coefficients_lower_CI","slides_1_coefficients_upper_CI","slides_2_coefficients_lower_CI","slides_2_coefficients_upper_CI","slides_3_coefficients_lower_CI","slides_3_coefficients_upper_CI"
"22",-9.20417840192069,-8.92302829313625,-35.1945203968117,-46.6193007625843,28.2109439587429,-38.1923555591209,20.3462989728484,-127.363817740436,56.974776946813,105.983499643299,82.2413795948672,247.005009898375,-63.0766417273374,275.043641013936,-43.3014572729489,207.784216462683,-111.909974592897,605.919994389647
"23",-9.36470805376987,-8.91988563537967,-33.9708064793413,-47.0887058793485,28.3592897718088,-38.1894524415067,20.3496811707474,-128.377597853402,60.4359848947192,118.568299967319,82.2325791584892,274.437724639083,-50.8988333022492,288.035433236887,-43.3118163978542,207.776974714833,-89.0401811432449,637.915630421412
"24",-9.71544758482244,-8.92129831138503,-37.2775494557492,-46.214818608165,26.7839234385201,-38.188686358712,20.3460897359419,-127.940419428902,53.385320517404,89.5706599327969,82.2057400935267,221.653661708427,-76.3579980528452,255.499317918439,-43.3454867379323,207.756966924986,-129.422545277276,572.729868694131
"25",-7.80710437447266,-8.92383123411659,-38.1636193586234,-45.9122121794596,30.2980034305143,-38.1910474416943,20.3433849734612,-127.070052821383,50.7428141041365,133.874666594009,82.2413857244002,240.47068624438,-41.3204169143204,309.069750102338,-43.3055653821804,207.788336830981,-109.401584390917,590.342956879677
"26",-5.08663207066779,-8.91920221947188,-31.8071585991961,-42.2984697015112,32.1252055601756,-38.1863999951945,20.3479955562508,-123.979897495939,60.3655802975467,125.515393966425,82.2389258736027,243.445726478306,-40.6177985204124,291.648586453263,-43.3030098964239,207.780861643629,-120.532071765984,607.423524722597
"27",-6.8129347043254,-8.93234672333005,-38.6621195757857,-46.299660003953,32.6737905953022,-38.2010088095618,20.3363153629017,-124.928390796358,47.6041516447869,141.935272364181,82.2241486802744,224.502129684909,-29.5439323289831,313.414477057345,-43.3238336116035,207.772130972152,-119.377824463115,568.382083832932
"28",-11.4782573387891,-8.92647883228899,-33.0557762778903,-48.832572115572,25.8760574379939,-38.1927525135578,20.3397948489798,-121.77471089166,55.6631583358792,109.016314404825,82.2228050777937,229.514963961133,-58.3134732170321,276.346102026682,-43.3261511237328,207.77176127932,-108.553057540699,567.582985462965
"29",-4.79002156166076,-8.92179636955546,-32.6675361103621,-42.9884967060358,33.4084535827143,-38.1861941955919,20.3426014564809,-120.618760295947,55.2836880752232,102.588370799614,82.2448754811939,195.671504964028,-64.6617476396444,269.838489238873,-43.2981095494858,207.787860511874,-143.408145261943,534.751155189999
"30",-11.0176623350165,-8.92006320848571,-33.3694793036566,-47.448219308709,25.4128946386759,-38.1886018582677,20.3484754412962,-124.811569523205,58.0726109158917,114.151032211631,82.2674103725121,232.694760331649,-52.6451961141618,280.947260537423,-43.2746223088724,207.809443053897,-137.498280553756,602.887801217054
"31",-11.3048851258649,-8.9235087851183,-28.274858654631,-45.5030090390158,22.8932387872861,-38.1906071149534,20.3435895447168,-114.730269324373,58.180552015111,106.67512212223,82.1717189098223,253.278881552549,-42.4699969466429,255.820241191103,-43.3663873844147,207.709825204059,-85.8149456754824,592.37270878058
"32",-8.93053291398407,-8.92298442776187,-33.7243329558111,-47.3134452398811,29.452379411913,-38.1890894711524,20.3431206156287,-128.98574992062,61.5370840089976,123.287185841965,82.2918080434572,253.264334351286,-52.6666112679952,299.240982951924,-43.2474013532131,207.831017440127,-124.448935968793,630.977604671365
"33",-6.93907405167871,-8.91763170185481,-29.8894816503374,-44.1057453144774,30.22759721112,-38.183341366658,20.3480779629484,-117.759042848837,57.9800795481618,117.40786157543,82.2494507825522,245.925547478853,-46.4983288390793,281.314051989939,-43.2924602913351,207.791361856439,-91.9772584393484,583.828353397054
"34",-13.4038843445305,-8.91865326607256,-40.1969019483885,-49.9861023216077,23.1783336325466,-38.1815784897396,20.3442719575945,-131.966915328491,51.5731114317137,110.823918132035,82.2325766884036,209.734197731476,-52.4911797884552,274.139016052524,-43.3247011871864,207.789854563994,-149.711017382698,569.17941284565
"35",-9.08788058330547,-8.92337315612289,-29.2745199238392,-48.9996118876036,30.8238507209927,-38.1906007496864,20.3438544374406,-119.142179914325,60.5931400666463,117.757276614634,82.1968959138316,245.170525889515,-61.0374511573964,296.552004386663,-43.344304575144,207.738096402807,-112.049500300757,602.390552079787
"36",-6.15390059290303,-8.92664880394647,-30.3985861912528,-41.1956802287524,28.8878790429464,-38.1943858857808,20.3410882778879,-120.337175674624,59.5400032921182,104.848578280026,82.2080164758359,240.743945260168,-56.2623032585285,265.959459818581,-43.3391979963256,207.755230947997,-113.598538956816,595.086429477151
"37",-8.75230902580849,-8.91502684485124,-33.8881141666982,-47.859290680435,30.3546726288181,-38.1828495652846,20.3527958755821,-125.85191608218,58.0756877487839,94.6423238570877,82.2269299570619,258.812667235347,-80.0901216675384,269.374769381714,-43.3239451233904,207.777805037514,-102.164299638228,619.789634108922
"38",-7.67196057534312,-8.91739596697431,-38.1782681317609,-42.6332536867122,27.289332536026,-38.1826371038658,20.3478451699172,-125.977429497242,49.6208932337202,116.167702742131,82.2231111701097,217.474925369768,-34.7661028516261,267.101508335889,-43.3194025762236,207.765624916443,-121.034081870847,555.983932610383
"39",-7.93208452525828,-8.92890148637284,-40.7616414400613,-44.0923590709687,28.2281900204521,-38.1923123737201,20.3345094009744,-134.593492660325,53.0702097802023,104.993913221606,82.2137797105487,231.048044692818,-61.2594497433129,271.247276186525,-43.3294374144603,207.756996835558,-139.182254324283,601.278343709919
"40",-7.39752876377949,-8.91542219935051,-28.2694156113652,-44.5525576624421,29.7575001348831,-38.1836310636831,20.352786664982,-119.965625993907,63.4267947711763,115.547267908926,82.2706443914733,242.042545290623,-45.628021355075,276.722557172928,-43.2917077306392,207.832996513586,-126.400371354768,610.485461936013
"41",-10.9289143431734,-8.92762568080539,-31.7319674407893,-47.1259038198418,25.2680751334951,-38.1948240361097,20.3395726744989,-122.742500929027,59.2785660474481,103.467406183484,82.204768446182,243.267631071599,-61.7404534745485,268.675265841517,-43.3333976446063,207.74293453697,-114.100735622601,600.635997765799
"42",-7.47523536329332,-8.92140325097319,-36.9692926159575,-46.5831538042459,31.6326830776592,-38.1897069493731,20.3469004474267,-123.81004016181,49.8714549298946,128.394116317728,82.2422899194188,223.231519160998,-46.914374406737,303.702607042193,-43.3168493077655,207.801429146603,-112.540175079011,559.003213401007
"43",-8.83586685872284,-8.92442791528426,-28.5784860873147,-46.6192079323365,28.9474742148908,-38.1914629684648,20.3426071378963,-117.091833181357,59.934861006728,120.834134144795,82.2190579811278,242.602645281953,-47.5896849986309,289.257953288221,-43.3282659774438,207.766381939699,-106.099129258646,591.304419822552
"44",-6.53769237418219,-8.92588239488564,-39.3167945349482,-41.2074696149798,28.1320848666154,-38.1946262398666,20.3428614500954,-131.151625808334,52.5180367384374,116.613677662002,82.2126543968715,237.742945028807,-42.7868559882873,276.014211312291,-43.345423708411,207.770732502154,-112.034127608839,587.520017666453
"45",-6.36639510590971,-8.92183994200958,-40.1578528525202,-43.8553671428994,31.12257693108,-38.1880969623384,20.3444170783192,-132.76716681244,52.4514611074001,117.396871861315,82.2492282423942,275.652698308246,-54.8645328214387,289.658276544069,-43.2907968422465,207.789253327035,-95.0252467839356,646.330643400427
"46",-8.13225070858682,-8.92260731388141,-25.9153381972736,-46.2659378794684,30.0014364622948,-38.1889185341216,20.3437039063588,-116.03775594699,64.2070795524426,112.796522469606,82.239437914425,235.180059179582,-56.6764914096043,282.269536348817,-43.304940372293,207.783816201143,-121.591957485685,591.952075844848
"47",-10.7862821409624,-8.92610534314273,-39.7130596703546,-48.3307131439462,26.7581488620214,-38.1958945622682,20.3436838759828,-132.078194596346,52.6520752556366,102.561444068966,82.2252992801799,236.282602252145,-62.1611274409739,267.284015578905,-43.3198455861607,207.770444146521,-127.177373845105,599.742578349395
"48",-6.01236985538062,-8.92452962631736,-33.1856910581968,-42.9445193097739,30.9197795990126,-38.1904565652343,20.3413973125996,-123.737779367861,57.3663972514671,131.916947595658,82.2172246107839,214.979238614994,-35.2593983563906,299.093293547707,-43.3314731078707,207.765922329438,-143.800111097042,573.758588327031
"49",-10.4784085055613,-8.92935378775596,-27.9991113993445,-45.5542319016764,24.5974148905538,-38.1948536984114,20.3361461228995,-119.012745285259,63.0145224865704,107.561701502128,82.2476919986334,243.029637474133,-52.9940602300247,268.117463234282,-43.2906594628168,207.786043460084,-124.642227537491,610.701502485757
"50",-7.84236264793562,-8.9188825003953,-32.9988404227283,-45.3849242997414,29.7001990038702,-38.1850045169246,20.347239516134,-119.546531566032,53.5488507205757,130.41644673058,82.2282672858619,255.791644870982,-35.8565216243314,296.689415085491,-43.3171291932467,207.773663764971,-84.4856818677737,596.068971609739
"51",-7.76742292437726,-8.9236466139145,-31.8018773814189,-48.5857461261473,33.0509002773928,-38.1928752187054,20.3455819908764,-124.203572990914,60.5998182280763,134.029555320037,82.235660900477,275.995715380923,-53.6400237453756,321.69913438545,-43.3075377784379,207.778859579392,-81.1358220959823,633.127252857829
"52",-9.21577966841608,-8.92338902509132,-31.3908714568529,-47.9488701696058,29.5173108327736,-38.1902493056495,20.3434712554668,-121.169198122044,58.3874552083377,113.143847019317,82.2157263355299,215.038374140455,-59.4338829671103,285.721577005744,-43.3366239215475,207.768076592607,-147.522188318209,577.598936599119
"53",-9.0915945424836,-8.91780102325714,-41.0888698505331,-47.1682223788741,28.985033293907,-38.1877089805853,20.3521069340711,-124.457466272154,42.2797265710879,111.026408489809,82.2413466189288,192.884961025804,-62.7889890114632,284.841805991082,-43.3096861567265,207.792379394584,-136.5565412582,522.326463309808
"54",-8.50170856393305,-8.92252849902014,-31.6766773341799,-46.8710400892211,29.867622961355,-38.1891710302312,20.3441140321909,-117.317783529341,53.964428860981,117.794305053848,82.2159041893752,224.4933040207,-57.1594834085122,292.748093516208,-43.331712958332,207.763521337083,-109.589982937519,558.576590978919
"55",-8.042400194082,-8.92249180067183,-33.8132510248996,-46.4160988179853,30.3312984298213,-38.1899817637868,20.3449981624432,-123.804757037368,56.1782549875682,114.983813805146,82.2480552670403,229.615379170442,-56.350002442091,286.317630052383,-43.3009782224074,207.797088756488,-122.948123425214,582.178881766098
"56",-10.3412778728531,-8.92138819689362,-31.583575020293,-48.0243535472501,27.341797801544,-38.1870032267097,20.3442268329225,-123.258288459964,60.091138419378,120.32307072444,82.2064084498003,253.661436648099,-45.644398575431,286.29054002431,-43.3394604637002,207.752277363301,-107.080932661482,614.403805957681
"57",-6.56219412538817,-8.92430410190596,-32.5778822263827,-45.1271851035638,32.0027968527874,-38.1928356484307,20.3442274446187,-125.792772348966,60.6370078962004,113.994324167256,82.1861332477088,252.565472458306,-53.383016220356,281.371664554868,-43.3590983807864,207.731364876204,-130.516802913058,635.64774782967
"58",-6.53030426744304,-8.92232488535747,-36.0503233680607,-43.6851363330304,30.6245277981444,-38.1887178366472,20.3440680659323,-123.796585170408,51.6959384342865,118.111732714094,82.2383277078532,212.205206408177,-38.6573320961412,274.880797524328,-43.3019607716495,207.778616187356,-129.67128988766,554.081702704015
"59",-6.67321786521791,-8.92722922222579,-26.2411978283087,-42.0727105822755,28.7262748518397,-38.190836361329,20.3363779168774,-117.163574205716,64.6811785490989,133.577799403994,82.2327721525946,252.718886526205,-24.3322947502262,291.487893558213,-43.3176772392632,207.783221544452,-107.202060049661,612.639833102072
"60",-10.5272522310425,-8.93164142787739,-33.9643512582977,-47.3606974285303,26.3061929664453,-38.1983856336832,20.3351027779285,-122.966773610239,55.038071093644,122.226474802464,82.2332240573971,223.124072487847,-38.7120474539959,283.164997058923,-43.3088813954663,207.77532951026,-130.688493886022,576.936638861715
"61",-10.0024191431843,-8.91820747159286,-32.071278286499,-47.731080188072,27.7262419017035,-38.1850406916756,20.3486257484898,-124.430721572309,60.288164999311,124.659716388563,82.2355098346668,215.970811822644,-37.9490866745687,287.268519451695,-43.3084503572333,207.779470026567,-154.733398199765,586.675021845054
"62",-7.67268080289463,-8.92960372831594,-35.4880505381834,-44.0790022966517,28.7336406908624,-38.1958547374703,20.3366472808385,-125.347910434736,54.3718093583687,117.311007150907,82.2419883338729,257.021408689882,-44.3894635305306,279.011477832345,-43.3005255888499,207.784502256596,-95.3027000019105,609.345517381675
"63",-5.17149639520472,-8.92575957015001,-33.3584914404808,-41.4459150146016,31.1029222241922,-38.1917768507392,20.3402577104392,-126.568285380078,59.8513024991163,119.335895997163,82.278883247126,224.764193795055,-38.2835655507294,276.955357545055,-43.2628308705686,207.820597364821,-144.970181995571,594.498569585681
"64",-14.6890439674139,-8.92502806924438,-35.6139609004943,-51.1946758854419,21.8165879506142,-38.1936420206927,20.3435858822039,-125.129409799351,53.9014879983624,113.138992929784,82.2297869852496,241.412407810215,-52.2674350281155,278.545420887683,-43.3227409630183,207.782314933518,-99.4875204244609,582.31233604489
"65",-12.3876434673833,-8.92465418367414,-34.2048152465246,-50.3963685871583,25.6210816523917,-38.190045598489,20.3407372311408,-124.679000341946,56.2693698488973,100.663025118832,82.2048044688412,208.247565834451,-68.1841204026511,269.510170640316,-43.3426511049734,207.752260042656,-138.683321278353,555.178452947255
"66",-10.1478058171211,-8.92554446464846,-39.1638469948262,-47.8211574417482,27.5255458075061,-38.1928144496268,20.3417255203299,-133.311369092796,54.9836751031437,109.801808395859,82.2437433395615,234.388833136589,-63.4081984539689,283.011815245686,-43.3063785524923,207.793865231615,-136.173332954345,604.950999227523
"67",-8.97003413314405,-8.92673695438946,-31.6556379910414,-43.8636556580876,25.9235873917995,-38.1945393442566,20.3410654354777,-120.122435421271,56.8111594391884,112.985463299965,82.2678874881748,201.75007686468,-37.8100706367064,263.780997236635,-43.2715392307341,207.807314207084,-143.61326697946,547.113420708819
"68",-12.4490237239134,-8.91700134370531,-37.8044062370655,-49.6841547633742,24.7861073155473,-38.1821622584917,20.348159571081,-130.097203894887,54.4883914207561,105.390344757399,82.246699820748,247.631745176306,-60.5236922331721,271.30438174797,-43.3082178475159,207.801617489012,-125.772975248721,621.036465601333
"69",-9.92212168985062,-8.92295157805281,-32.8036122701736,-48.5647804655397,28.7205370858385,-38.1904195890033,20.3445164328977,-120.436831698615,54.8296071582678,120.562226781535,82.2349894555909,243.095423133127,-51.5397203482611,292.664173911332,-43.3113193364721,207.781298247654,-96.9088308448196,583.099677111075
"70",-10.3130885550595,-8.92585867727887,-40.5904733781875,-48.8334726587096,28.2072955485906,-38.1919304113209,20.3402130567631,-127.805259414752,46.6243126583774,106.291414617547,82.2067799116879,229.736275192937,-61.5899581578053,274.172787392899,-43.3340077989935,207.747567622369,-120.998601309297,580.471151695171
"71",-8.63338333661947,-8.91683461357214,-32.0004298751647,-45.4974664320055,28.2306997587665,-38.1849708031021,20.3513015759578,-121.633327137289,57.6324673869599,134.033778043054,82.2162723114974,236.896225318239,-33.3163910715054,301.383947157614,-43.3380844073593,207.770629030354,-114.434948546334,588.227399182811
"72",-12.7545564024371,-8.91484641215119,-32.9009998163365,-47.8990710544219,22.3899582495477,-38.1823693962836,20.3526765719812,-125.465686795252,59.6636871625785,109.07719001079,82.2527300160639,228.529096148578,-52.5060342337134,270.660414255293,-43.2995306286696,207.804990660797,-132.159299125544,589.2174914227
"73",-9.89767867478223,-8.92180318857656,-26.8396992520691,-47.5443800705307,27.7490227209663,-38.1870193040205,20.3434129268674,-119.004660275155,65.3252617710166,130.835583051921,82.2172679012648,216.587551661444,-34.5765252617575,296.247691365599,-43.3196318327566,207.754167635286,-144.204215684844,577.379319007731
"74",-13.883014858402,-8.92003526408595,-36.4883950286905,-50.956135721356,23.1901060045521,-38.1881793517073,20.3481088235354,-122.427000069536,49.4502100121549,124.874009660256,82.2688802843195,230.388609599014,-45.5763283558358,295.324347676347,-43.2780796403979,207.815840209037,-105.724054641336,566.501273839365
"75",-7.10419113141696,-8.92328784967125,-32.2061209563911,-46.2782502611082,32.0698679982743,-38.1904184045181,20.3438427051756,-127.458127163789,63.0458852510066,122.319091906712,82.2316776834282,233.394487488789,-43.9909629406966,288.62914675412,-43.3052201570912,207.768575523948,-139.562149275875,606.351124253453
"76",-13.7772263021051,-8.91516925248664,-32.9064017114449,-49.7263380579473,22.1718854537371,-38.1835813945585,20.3532428895852,-128.754892209347,62.9420887864576,117.341754450388,82.2221563406029,256.629261773826,-44.1635021267511,278.847011027527,-43.3361857594368,207.780498440643,-116.167723083596,629.426246631248
"77",-6.90975208193727,-8.92259718828332,-34.985811236583,-44.584320833488,30.7648166696135,-38.1898430331949,20.3446486566283,-121.621212115171,51.6495896420053,125.031337175152,82.2463996568146,238.738003729347,-48.1842656345165,298.246939984821,-43.3076337171691,207.800433030798,-111.389275556593,588.865283015287
"78",-8.65501550941263,-8.92343747061562,-39.6182022508738,-45.3878562106887,28.0778251918634,-38.1911860864239,20.3443111451927,-132.362207666352,53.1258031646049,112.670581314177,82.2763932550723,242.142789807717,-54.2321506194683,279.573313247822,-43.2742880951597,207.827074605304,-127.250304055116,611.53588367055
"79",-10.1034017212901,-8.92310941329213,-35.3285215004286,-47.9013390235071,27.6945355809269,-38.1894900026987,20.3432711761144,-126.143510372359,55.4864673715023,116.584630448468,82.2389256800546,232.154785157902,-48.3199195061383,281.489180403075,-43.3084344435408,207.78628580365,-138.571867821932,602.881438137735
"80",-8.82112130017032,-8.92760568123578,-34.5793189267632,-44.1398102220558,26.4975676217152,-38.1937117161635,20.338500353692,-129.287439771284,60.1288019177574,102.195164569419,82.2643466195775,221.848703211295,-59.6816543921285,264.071983530967,-43.280515277223,207.809208516378,-150.946292788843,594.643699211432
"81",-9.94014116876219,-8.92239599626474,-37.5969398050285,-45.0996532977977,25.2193709602733,-38.1917045717374,20.3469125792079,-126.567855651014,51.3739760409569,121.443808129442,82.2192108016291,209.276958283636,-34.0726678190421,276.960284077926,-43.3233810838018,207.76180268706,-151.905490810725,570.459407377997
"82",-9.09542427547527,-8.92299063633601,-36.4818539509148,-47.2679796591267,29.0771311081761,-38.1877251983286,20.3417439256566,-126.133983750139,53.1702758483089,107.552958147841,82.2366855010555,238.660313412003,-64.6661344322407,279.772050727923,-43.3116001194236,207.784971121535,-118.696516357245,596.017143181251
"83",-5.37561107082332,-8.92395818623871,-32.3658298122667,-43.3811496969108,32.6299275552641,-38.1908826306136,20.3429662581362,-123.000656186864,58.2689965623309,124.470206158127,82.2388879533522,227.67596473063,-47.3248693815375,296.265281697791,-43.3137438811256,207.79151978783,-127.236842423394,582.588771884653
"84",-9.85737102451379,-8.91637882951644,-34.5153085495395,-45.3753660191757,25.6606239701481,-38.1860978028583,20.3533401438254,-122.65354859723,53.6229314981509,117.290676103809,82.2638317558225,224.624919778164,-36.1053373845171,270.686689592136,-43.2920687418336,207.819732253479,-127.020909331499,576.270748887828
"85",-8.19069608226564,-8.92332604786136,-35.979903502226,-44.4603734585699,28.0789812940386,-38.1910305731644,20.3443784774417,-125.932681397637,53.9728743931848,112.498133877544,82.2538970026078,245.707656753478,-54.258228269008,279.254496024095,-43.2902896334349,207.79808363865,-125.933991097986,617.349304604941
"86",-5.50372075715296,-8.92086702166573,-34.3501215823728,-41.8661221989807,30.8586806846747,-38.1887827969149,20.3470487535834,-125.856984337469,57.1567411727231,107.042595431283,82.2522697489614,265.580242373438,-51.8163407040821,265.901531566649,-43.307578346554,207.812117844477,-98.7786837837213,629.939168530596
"87",-10.147610994773,-8.92410158745028,-35.7974405675562,-46.7373018285854,26.4420798390394,-38.1920986065547,20.3438954316541,-122.914708653732,51.3198275186191,122.282587230158,82.246397429025,264.955300437367,-38.6874348666522,283.252609326968,-43.3051160245881,207.797910882638,-82.1558840592724,612.066484934006
"88",-13.3695091979881,-8.91910560926956,-32.286921904754,-49.1897830674528,22.4507646714765,-38.1878180989727,20.3496068804336,-123.589151376848,59.0153075673396,115.064136872212,82.2354466436275,274.293818399405,-45.3421203571545,275.470394101579,-43.312819348298,207.783712635553,-87.0990151246063,635.686651923415
"89",-10.0831415652986,-8.92131412272684,-39.1919254554803,-45.212357633245,25.0460745026478,-38.1871123886083,20.3444841431547,-134.597723889453,56.2138729784923,124.583477453217,82.2196861982062,219.798218304865,-32.3953298323748,281.56228473881,-43.3202767424782,207.759649138891,-157.730150989677,597.326587599407
